160-(555, 2080, 111, 129)
161-(666, 2080, 111, 129)
162-(777, 2080, 111, 129)
163-(888, 2080, 111, 130)
164-(0, 2210, 111, 130)
165-(111, 2210, 111, 129)
166-(222, 2210, 111, 129)
167-(333, 2210, 111, 129)
168-(444, 2210, 111, 129)
169-(555, 2210, 111, 130)
170-(666, 2210, 111, 130)
171-(777, 2210, 111, 129)
172-(888, 2210, 111, 129)
173-(0, 2340, 111, 129)
174-(111, 2340, 111, 129)
175-(222, 2340, 111, 130)
176-(333, 2340, 111, 130)
177-(444, 2340, 111, 129)
178-(555, 2340, 111, 129)
179-(666, 2340, 111, 129)
180-(777, 2340, 111, 129)
181-(888, 2340, 111, 130)
182-(0, 2470, 111, 130)
183-(111, 2470, 111, 129)
184-(222, 2470, 111, 129)
185-(333, 2470, 111, 129)
186-(444, 2470, 111, 129)
187-(555, 2470, 111, 130)
188-(666, 2470, 111, 130)
189-(777, 2470, 111, 129)
190-(888, 2470, 111, 129)
191-(0, 2600, 111, 129)
192-(111, 2600, 111, 129)
193-(222, 2600, 111, 130)
194-(333, 2600, 111, 130)
195-(444, 2600, 111, 129)
196-(555, 2600, 111, 129)
197-(666, 2600, 111, 129)
198-(777, 2600, 111, 129)
199-(888, 2600, 111, 130)
200-(0, 2730, 111, 130)
201-(111, 2730, 111, 129)
202-(222, 2730, 111, 129)
203-(333, 2730, 111, 129)
204-(444, 2730, 111, 129)
205-(555, 2730, 111, 130)
206-(0, 2860, 422, 130)
207-(422, 2860, 395, 129)
208-(0, 2990, 368, 129)
209-(368, 2990, 341, 129)
210-(709, 2990, 314, 129)
211-(0, 3119, 287, 130)
212-(287, 3119, 260, 130)
213-(547, 3119, 233, 129)
214-(0, 3249, 531, 129)
215-(531, 3249, 473, 129)
216-(0, 3378, 465, 129)
217-(465, 3378, 444, 129)
218-(0, 3507, 413, 129)
219-(413, 3507, 541, 242)
220-(0, 3749, 487, 231)
221-(487, 3749, 434, 219)
222-(0, 3980, 379, 205)
223-(379, 3980, 390, 192)
224-(0, 4185, 495, 272)
225-(495, 4185, 452, 248)
226-(0, 4457, 409, 225)
227-(409, 4457, 424, 201)
228-(0, 4682, 405, 220)
229-(405, 4682, 479, 294)
230-(0, 4976, 440, 280)
231-(440, 4976, 556, 305)
232-(0, 5281, 506, 281)
233-(506, 5281, 494, 384)
234-(0, 5665, 451, 353)
235-(451, 5665, 528, 380)
236-(0, 6045, 478, 352)
237-(478, 6045, 470, 323)
238-(0, 6397, 420, 294)
239-(420, 6397, 479, 332)
240-(0, 6729, 440, 299)
241-(440, 6729, 556, 305)
242-(0, 7034, 506, 281)
243-(506, 7034, 494, 384)
244-(0, 7418, 451, 353)
245-(451, 7418, 409, 332)
246-(0, 7771, 367, 324)
247-(367, 7771, 326, 306)
248-(693, 7771, 292, 288)
249-(0, 8095, 265, 274)
250-(265, 8095, 273, 255)
251-(538, 8095, 282, 214)
252-(0, 8369, 286, 237)
253-(286, 8369, 276, 243)
254-(562, 8369, 276, 243)
255-(0, 8612, 256, 190)
256-(256, 8612, 256, 190)
257-(512, 8612, 168, 190)
258-(680, 8612, 168, 190)
259-(848, 8612, 111, 129)
260-(0, 8802, 111, 129)
261-(111, 8802, 111, 129)
262-(222, 8802, 111, 129)
263-(333, 8802, 111, 130)
264-(444, 8802, 111, 130)
265-(555, 8802, 111, 129)
266-(666, 8802, 111, 129)
267-(777, 8802, 111, 129)
268-(888, 8802, 111, 129)
269-(0, 8932, 111, 130)
270-(111, 8932, 111, 130)
271-(222, 8932, 111, 886)
272-(333, 8932, 111, 854)
273-(444, 8932, 111, 823)
274-(555, 8932, 111, 791)
275-(666, 8932, 111, 759)
276-(777, 8932, 111, 728)
277-(888, 8932, 111, 695)
278-(0, 9818, 111, 663)
279-(111, 9818, 111, 632)
280-(222, 9818, 111, 600)
281-(333, 9818, 111, 569)
282-(444, 9818, 111, 537)
283-(555, 9818, 111, 505)
284-(666, 9818, 111, 474)
285-(777, 9818, 111, 442)
286-(888, 9818, 111, 409)
287-(0, 10481, 111, 378)
288-(111, 10481, 113, 346)
289-(224, 10481, 113, 346)
290-(337, 10481, 184, 297)
291-(521, 10481, 184, 297)
292-(705, 10481, 266, 370)
293-(0, 10859, 266, 370)
294-(266, 10859, 304, 417)
295-(570, 10859, 304, 417)
296-(0, 11276, 353, 507)
297-(353, 11276, 353, 507)
298-(706, 11276, 216, 375)
299-(0, 11783, 216, 375)
300-(216, 11783, 203, 143)
301-(419, 11783, 203, 143)
302-(0, 12158, 747, 886)
303-(747, 12158, 130, 139)
304-(877, 12158, 111, 112)
305-(0, 13044, 98, 110)
306-(98, 13044, 98, 110)
307-(196, 13044, 126, 135)
308-(322, 13044, 126, 135)
309-(448, 13044, 156, 175)
310-(604, 13044, 156, 175)
311-(760, 13044, 208, 188)
312-(0, 13232, 208, 188)
